0,0,2
0,1,4
0,2,9
0,3,7
0,4,6
0,5,5
0,6,1
0,7,3
0,8,8
1,0,1
1,1,5
1,2,6
1,3,9
1,4,8
1,5,3
1,6,7
1,7,2
1,8,4
2,0,7
2,1,8
2,2,3
2,3,2
2,4,1
2,5,4
2,6,5
2,7,9
2,8,6
3,0,4
3,1,7
3,2,1
3,3,3
3,4,5
3,5,6
3,6,2
3,7,8
3,8,9
4,0,9
4,1,6
4,2,8
4,3,1
4,4,7
4,5,2
4,6,3
4,7,4
4,8,5
5,0,3
5,1,2
5,2,5
5,3,8
5,4,4
5,5,9
5,6,6
5,7,1
5,8,7
6,0,6
6,1,1
6,2,7
6,3,4
6,4,2
6,5,8
6,6,9
6,7,5
6,8,3
7,0,5
7,1,9
7,2,4
7,3,6
7,4,3
7,5,1
7,6,8
7,7,7
7,8,2
8,0,8
8,1,3
8,2,2
8,3,5
8,4,9
8,5,7
8,6,4
8,7,6
8,8,1
